2017-08-25 152202,450,10,8,Figure2_predictedwaterlevel_2017-08-25_152202.png,437.00519962014704,450.84180608336544
2017-08-25 152202,450,10,8,Figure4_waterlevelroc_2017-08-25_152202.png,449.907985163523,451.4818663363767
2017-08-25 152202,450,10,8,Figure3_waterlevelalldays_2017-08-25_152202.png,121,0
2017-08-25 152920,500,10,9,Figure2_predictedwaterlevel_2017-08-25_152920.png,456.8796323299951,500.0494417081109
2017-08-27 001105,600,10,8,Figure2_predictedwaterlevel_2017-08-27_001105.png,501.22846968939035,600.210516508119
2017-08-27 001105,600,10,8,Figure4_waterlevelroc_2017-08-27_001105.png,604.0349933849762,590.1570813178826
2017-08-27 001105,600,10,8,Figure3_waterlevelalldays_2017-08-27_001105.png,121,0
2017-08-27 001239,400,10,9,Figure2_predictedwaterlevel_2017-08-27_001239.png,414.48072493820126,400.37533652716496
2017-08-27 001239,400,10,9,Figure4_waterlevelroc_2017-08-27_001239.png,371.6205525114109,399.3111808948417
2017-08-29 151517,450,10,8,Figure2_predictedwaterlevel_2017-08-29_151517.png,437.00519962014704,450.84180608336544
2017-08-29 151517,450,10,8,Figure4_waterlevelroc_2017-08-29_151517.png,449.907985163523,451.4818663363767
2017-11-09 114936,450,10,8,Figure2_predictedwaterlevel_2017-11-09_114936.png,437.00519962014704,450.84180608336544
2017-11-09 114936,450,10,8,Figure4_waterlevelroc_2017-11-09_114936.png,449.907985163523,451.4818663363767
2017-11-09 114936,450,10,8,Figure3_waterlevelalldays_2017-11-09_114936.png,121,0
2017-11-12 125629,450,10,8,Figure2_predictedwaterlevel_2017-11-12_125629.png,437.00519962014704,450.84180608336544
2017-11-12 125629,450,10,8,Figure4_waterlevelroc_2017-11-12_125629.png,449.907985163523,451.4818663363767
2017-11-12 125629,450,10,8,Figure3_waterlevelalldays_2017-11-12_125629.png,121,0
2017-11-20 173341,450,10,8,.png,449.9079851635227,451.4818663363766
2017-11-20 173434,450,10,8,.png,449.9079851635227,451.4818663363766
2017-11-20 173525,450,10,8,.png,449.9079851635227,451.4818663363766
2017-11-20 173551,450,10,8,.png,449.9079851635227,451.4818663363766
2017-11-20 174035,450,10,8,.png,449.9079851635227,451.4818663363766
2017-11-20 174123,450,10,8,.png,449.9079851635227,451.4818663363766
2017-11-20 174636,450,10,8,.png,449.9079851635227,451.4818663363766
2017-11-20 174922,450,10,8,.png,449.9079851635227,451.4818663363766
2017-11-20 175356,450,10,8,.png,449.9079851635227,451.4818663363766
2017-11-20 180547,450,10,8,.png,449.9079851635227,451.4818663363766
2017-11-21 132239,450,10,8,.png,449.907985163523,451.4818663363767
2017-11-21 132433,450,10,8,.png,449.907985163523,451.4818663363767
2017-11-21 133008,450,10,8,.png,449.907985163523,451.4818663363767
2017-11-21 133047,450,10,8,.png,449.907985163523,451.4818663363767
2017-11-21 133149,450,10,8,.png,449.907985163523,451.4818663363767
2017-11-21 133357,450,10,8,.png,449.907985163523,451.4818663363767
2017-11-21 133443,450,10,8,.png,449.907985163523,451.4818663363767
2017-11-21 133546,450,10,8,.png,449.907985163523,451.4818663363767
2017-11-21 133630,450,10,8,.png,449.907985163523,451.4818663363767
2017-11-21 133826,450,10,8,.png,449.907985163523,451.4818663363767
2017-11-21 134248,450,10,8,.png,449.907985163523,451.4818663363767
2017-11-21 134330,450,10,8,.png,449.907985163523,451.4818663363767
2017-11-21 134738,450,10,8,.png,449.907985163523,451.4818663363767
2017-11-21 135637,450,10,8,.png,449.907985163523,451.4818663363767
2017-11-21 135702,450,10,8,.png,449.907985163523,451.4818663363767
2017-11-21 144355,450,10,8,.png,449.907985163523,451.4818663363767
2017-11-21 144424,450,10,8,.png,449.907985163523,451.4818663363767
2017-11-21 145518,450,10,8,.png,449.907985163523,451.4818663363767
2017-11-21 145553,450,10,8,.png,449.907985163523,451.4818663363767
2017-11-21 145902,500,10,10,.png,522.3569650977054,499.87475642693425
2017-11-21 150029,450,10,8,.png,449.907985163523,451.4818663363767
2017-11-21 151851,600,10,8,.png,604.0349933849762,590.1570813178826
2017-11-21 153351,600,10,8,.png,604.0349933849762,590.1570813178826
2017-11-21 155611,560,10,8,.png,522.1614995849977,559.5811133267825
2017-11-21 155721,600,10,9,.png,604.0349933849762,590.1570813178826
2017-11-21 155918,560,10,8,.png,522.1614995849977,559.5811133267825
2017-11-21 160016,600,10,8,.png,604.0349933849762,590.1570813178826
2017-11-21 160201,450,10,8,.png,449.907985163523,451.4818663363767
2017-11-21 160239,600,10,8,.png,604.0349933849762,590.1570813178826
2017-11-21 163053,450,10,9,.png,449.907985163523,451.4818663363767
2017-11-21 164511,500,10,8,.png,522.3569650977054,499.87475642693425
2017-11-21 170158,500,10,8,.png,522.3569650977054,499.87475642693425
2017-11-21 170217,450,10,9,.png,449.907985163523,451.4818663363767
2017-11-21 170245,600,10,9,.png,604.0349933849762,590.1570813178826
2017-11-21 170529,500,10,8,.png,522.3569650977054,499.87475642693425
2017-11-21 173037,500,10,8,.png,522.3569650977054,499.87475642693425
2017-11-21 173203,500,10,8,.png,522.3569650977054,499.87475642693425
2017-11-21 173457,500,10,9,.png,522.3569650977054,499.87475642693425
2017-11-21 173538,450,10,8,.png,449.907985163523,451.4818663363767
2017-11-21 174044,450,10,8,.png,449.907985163523,451.4818663363767
2017-11-21 174109,450,10,8,.png,449.907985163523,451.4818663363767
2017-11-21 174326,450,10,8,.png,449.907985163523,451.4818663363767
2017-11-21 174904,500,10,9,Figure4_waterlevelroc_2017-11-21_174904.png,522.3569650977054,499.87475642693425
2017-11-21 175312,450,10,8,.png,437.00519962014704,450.84180608336544
2017-11-21 175457,450,10,8,Figure2_predictedwaterlevel_2017-11-21_175457.png,437.00519962014704,450.84180608336544
2017-11-21 175627,450,10,8,Figure2_predictedwaterlevel_2017-11-21_175627.png,437.00519962014704,450.84180608336544
2017-11-21 175951,450,10,8,Figure3_waterlevelalldays_2017-11-21_175951.png,121,0
2017-11-21 180002,800,10,10,Figure2_predictedwaterlevel_2017-11-21_180002.png,542.5379828464231,800.507620119602
2017-11-21 180002,800,10,10,Figure4_waterlevelroc_2017-11-21_180002.png,712.287736772257,754.612496197884
2017-11-21 180002,800,10,10,Figure3_waterlevelalldays_2017-11-21_180002.png,121,0
2017-12-21 165535,450,10,8,Figure2_predictedwaterlevel_2017-12-21_165535.png,437.00519962014704,450.84180608336544
2017-12-21 165535,450,10,8,Figure4_waterlevelroc_2017-12-21_165535.png,449.907985163523,451.4818663363767
2017-12-21 165535,450,10,8,Figure3_waterlevelalldays_2017-12-21_165535.png,121,0
2017-12-21 170506,450,10,8,Figure2_predictedwaterlevel_2017-12-21_170506.png,437.00519962014704,450.84180608336544
2017-12-21 170947,450,10,8,Figure2_predictedwaterlevel_2017-12-21_170947.png,437.00519962014704,450.84180608336544
2017-12-21 171204,450,10,8,Figure2_predictedwaterlevel_2017-12-21_171204.png,437.00519962014704,450.84180608336544
2017-12-21 171350,450,10,8,Figure2_predictedwaterlevel_2017-12-21_171350.png,437.00519962014704,450.84180608336544
2017-12-21 171639,450,10,8,Figure2_predictedwaterlevel_2017-12-21_171639.png,437.00519962014704,450.84180608336544
2017-12-21 171749,450,10,8,Figure2_predictedwaterlevel_2017-12-21_171749.png,437.00519962014704,450.84180608336544
2017-12-21 172006,450,10,8,Figure2_predictedwaterlevel_2017-12-21_172006.png,437.00519962014704,450.84180608336544
2017-12-21 172225,450,10,8,Figure2_predictedwaterlevel_2017-12-21_172225.png,437.00519962014704,450.84180608336544
2017-12-21 172637,450,10,8,Figure2_predictedwaterlevel_2017-12-21_172637.png,437.00519962014704,450.84180608336544
2018-02-28 124422,450,10,8,Figure2_predictedwaterlevel_2018-02-28_124422.png,437.00519962014704,450.84180608336544
2018-02-28 124422,450,10,8,Figure4_waterlevelroc_2018-02-28_124422.png,449.907985163523,451.4818663363767
2018-02-28 124422,450,10,8,Figure3_waterlevelalldays_2018-02-28_124422.png,121,0
